month,service,service_label,zone_id,zone,borough,service_zone,is_airport,has_geometry,centroid_lon,centroid_lat,trips,revenue,fare_revenue,distance_mi,duration_s,airport_trips,tipped_trips,tip_observable_trips,tip_observable_tip,tip_observable_fare,unknown_zone_trips
2022-08-01,fhvhv,High Volume For Hire Vehicle,202,Roosevelt Island,Manhattan,Yellow Zone,false,true,-73.949953,40.761899,2345,79290.97,61949.57,10702.26,3401563.0,48,632,2345,3230.76,61949.57,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,203,Rosedale,Queens,Boro Zone,false,true,-73.739474,40.657852,2836,86884.47,72931.39,12596.17,3966768.0,423,760,2836,3858.65,72931.39,2
2022-08-01,fhvhv,High Volume For Hire Vehicle,204,Rossville/Woodrow,Staten Island,Boro Zone,false,true,-74.207826,40.540333,7007,218511.06,184117.96,32019.23,10045432.0,187,1828,7007,9269.96,184117.96,7
2022-08-01,fhvhv,High Volume For Hire Vehicle,205,Saint Albans,Queens,Boro Zone,false,true,-73.763146,40.691201,2148,64809.67,54725.42,9514.85,2952922.0,311,574,2148,2582.29,54725.42,3
2022-08-01,fhvhv,High Volume For Hire Vehicle,206,Saint George/New Brighton,Staten Island,Boro Zone,false,true,-74.102314,40.638973,3543,105981.63,89560.7,15518.81,4829579.0,84,887,3543,4204.54,89560.7,0
2022-08-01,fhvhv,High Volume For Hire Vehicle,207,Saint Michaels Cemetery/Woodside,Queens,Boro Zone,false,true,-73.899353,40.763986,1887,56364.97,47475.14,8184.77,2564507.0,253,497,1887,2353.29,47475.14,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,208,Schuylerville/Edgewater Park,Bronx,Boro Zone,false,true,-73.823539,40.823318,2614,81051.45,68053.4,11897.88,3687262.0,73,732,2614,3595.27,68053.4,3
2022-08-01,fhvhv,High Volume For Hire Vehicle,209,Seaport,Manhattan,Yellow Zone,false,true,-74.003664,40.709073,4302,141755.26,110788.86,19129.82,6030019.0,114,1075,4302,5303.74,110788.86,4
2022-08-01,fhvhv,High Volume For Hire Vehicle,210,Sheepshead Bay,Brooklyn,Boro Zone,false,true,-73.940507,40.592024,2030,63616.64,53840.62,9337.43,2952726.0,55,504,2030,2365.87,53840.62,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,211,SoHo,Manhattan,Yellow Zone,false,true,-74.001538,40.723888,3225,107924.1,84396.43,14588.27,4616814.0,81,792,3225,4132.18,84396.43,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,212,Soundview/Bruckner,Bronx,Boro Zone,false,true,-73.86968,40.827902,9201,280843.57,236888.63,41066.36,12857427.0,224,2348,9201,11503.21,236888.63,6
2022-08-01,fhvhv,High Volume For Hire Vehicle,213,Soundview/Castle Hill,Bronx,Boro Zone,false,true,-73.858135,40.817859,2298,71652.69,60408.31,10557.87,3285142.0,57,598,2298,2918.87,60408.31,3
2022-08-01,fhvhv,High Volume For Hire Vehicle,214,South Beach/Dongan Hills,Staten Island,Boro Zone,false,true,-74.085512,40.586786,3983,122530.22,103244.89,18010.14,5593675.0,104,1057,3983,5224.67,103244.89,0
2022-08-01,fhvhv,High Volume For Hire Vehicle,215,South Jamaica,Queens,Boro Zone,false,true,-73.790965,40.694428,1945,58635.97,49409.32,8585.47,2664253.0,276,515,1945,2401.13,49409.32,2
2022-08-01,fhvhv,High Volume For Hire Vehicle,216,South Ozone Park,Queens,Boro Zone,false,true,-73.819459,40.676154,2848,88619.82,74573.77,13028.33,4050963.0,452,712,2848,3804.48,74573.77,5
2022-08-01,fhvhv,High Volume For Hire Vehicle,217,South Williamsburg,Brooklyn,Boro Zone,false,true,-73.958597,40.703916,5961,182004.16,153673.33,26608.08,8351599.0,145,1520,5961,7303.36,153673.33,5
2022-08-01,fhvhv,High Volume For Hire Vehicle,218,Springfield Gardens North,Queens,Boro Zone,false,true,-73.773036,40.67209,2120,62854.8,53248.82,9163.48,2878125.0,295,541,2120,2366.39,53248.82,0
2022-08-01,fhvhv,High Volume For Hire Vehicle,219,Springfield Gardens South,Queens,Boro Zone,false,true,-73.764505,40.662186,3370,101114.38,85389.27,14793.99,4609189.0,524,841,3370,4098.89,85389.27,3
2022-08-01,fhvhv,High Volume For Hire Vehicle,220,Spuyten Duyvil/Kingsbridge,Bronx,Boro Zone,false,true,-73.910665,40.882403,1807,53730.1,45052.1,7841.13,2409507.0,52,478,1807,2510.41,45052.1,2
2022-08-01,fhvhv,High Volume For Hire Vehicle,221,Stapleton,Staten Island,Boro Zone,false,true,-74.073703,40.618768,2497,75352.3,63705.95,11049.2,3444995.0,58,631,2497,2948.24,63705.95,2
2022-08-01,fhvhv,High Volume For Hire Vehicle,222,Starrett City,Brooklyn,Boro Zone,false,true,-73.882413,40.647527,4696,141006.72,118979.43,20507.33,6444797.0,110,1250,4696,5774.16,118979.43,4
2022-08-01,fhvhv,High Volume For Hire Vehicle,223,Steinway,Queens,Boro Zone,false,true,-73.905407,40.777427,1974,60580.89,51073.57,8877.86,2772019.0,283,517,1974,2511.85,51073.57,3
2022-08-01,fhvhv,High Volume For Hire Vehicle,224,Stuy Town/Peter Cooper Village,Manhattan,Yellow Zone,false,true,-73.976598,40.731821,3216,105921.16,82725.15,14390.7,4477940.0,73,817,3216,4061.88,82725.15,0
2022-08-01,fhvhv,High Volume For Hire Vehicle,225,Stuyvesant Heights,Brooklyn,Boro Zone,false,true,-73.931888,40.688168,7821,242343.25,204183.51,35535.53,11108656.0,188,2038,7821,10381.26,204183.51,4
2022-08-01,fhvhv,High Volume For Hire Vehicle,226,Sunnyside,Queens,Boro Zone,false,true,-73.924673,40.737698,18401,567632.96,478733.53,83141.48,26050865.0,2630,4713,18401,23304.38,478733.53,11
2022-08-01,fhvhv,High Volume For Hire Vehicle,227,Sunset Park East,Brooklyn,Boro Zone,false,true,-74.004653,40.641886,3682,113249.13,95722.99,16613.03,5209848.0,99,941,3682,4402.85,95722.99,3
2022-08-01,fhvhv,High Volume For Hire Vehicle,228,Sunset Park West,Brooklyn,Boro Zone,false,true,-74.011273,40.652354,1880,56470.96,47417.89,8176.3,2563485.0,45,506,1880,2448.31,47417.89,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,229,Sutton Place/Turtle Bay North,Manhattan,Yellow Zone,false,true,-73.965146,40.756729,6162,202574.5,157866.97,27233.86,8581372.0,171,1651,6162,7978.4,157866.97,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,230,Times Sq/Theatre District,Manhattan,Yellow Zone,false,true,-73.984197,40.759818,20368,671306.3,523959.31,90705.7,28456928.0,477,5348,20368,26170.31,523959.31,6
2022-08-01,fhvhv,High Volume For Hire Vehicle,231,TriBeCa/Civic Center,Manhattan,Yellow Zone,false,true,-74.00788,40.717773,2513,82083.83,63941.27,11111.92,3449671.0,69,665,2513,3206.17,63941.27,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,232,Two Bridges/Seward Park,Manhattan,Yellow Zone,false,true,-73.983025,40.714732,3393,109736.26,85735.02,14805.23,4633424.0,86,861,3393,3969.92,85735.02,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,233,UN/Turtle Bay South,Manhattan,Yellow Zone,false,true,-73.970443,40.749914,4898,161082.14,125628.86,21884.32,6786632.0,137,1287,4898,6192.03,125628.86,4
2022-08-01,fhvhv,High Volume For Hire Vehicle,234,Union Sq,Manhattan,Yellow Zone,false,true,-73.990458,40.740337,12219,409818.48,320787.15,55659.85,17523609.0,300,3120,12219,15480.33,320787.15,8
2022-08-01,fhvhv,High Volume For Hire Vehicle,235,University Heights/Morris Heights,Bronx,Boro Zone,false,true,-73.915976,40.852521,4217,128764.23,108631.98,18751.7,5914503.0,110,1085,4217,5316.3,108631.98,4
2022-08-01,fhvhv,High Volume For Hire Vehicle,236,Upper East Side North,Manhattan,Yellow Zone,false,true,-73.957012,40.780436,31131,1030156.6,804297.4,139673.03,43658032.0,758,8161,31131,40017.83,804297.4,20
2022-08-01,fhvhv,High Volume For Hire Vehicle,237,Upper East Side South,Manhattan,Yellow Zone,false,true,-73.965635,40.768615,43561,1449571.89,1132807.24,196916.86,61593976.0,1059,11301,43561,55857.36,1132807.24,42
2022-08-01,fhvhv,High Volume For Hire Vehicle,238,Upper West Side North,Manhattan,Yellow Zone,false,true,-73.973049,40.791705,5552,185902.76,144816.32,25128.34,7892234.0,144,1520,5552,7708.92,144816.32,3
2022-08-01,fhvhv,High Volume For Hire Vehicle,239,Upper West Side South,Manhattan,Yellow Zone,false,true,-73.978632,40.783961,7871,258232.86,201796.72,34892.75,10955066.0,177,2072,7871,9724.54,201796.72,7
2022-08-01,fhvhv,High Volume For Hire Vehicle,240,Van Cortlandt Park,Bronx,Boro Zone,false,true,-73.881977,40.894599,135,4396.93,3675.83,624.33,206233.0,2,38,135,205.28,3675.83,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,241,Van Cortlandt Village,Bronx,Boro Zone,false,true,-73.89562,40.876512,1892,59294.34,49827.94,8671.2,2719574.0,54,528,1892,2642.82,49827.94,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,242,Van Nest/Morris Park,Bronx,Boro Zone,false,true,-73.850671,40.846783,2593,80483.68,67759.68,11800.83,3686070.0,70,671,2593,3477.08,67759.68,3
2022-08-01,fhvhv,High Volume For Hire Vehicle,243,Washington Heights North,Manhattan,Yellow Zone,false,true,-73.932832,40.857108,4086,135963.16,105921.49,18361.42,5763590.0,114,1117,4086,5540.16,105921.49,2
2022-08-01,fhvhv,High Volume For Hire Vehicle,244,Washington Heights South,Manhattan,Yellow Zone,false,true,-73.941399,40.841708,2421,78489.79,61230.42,10658.44,3292155.0,65,623,2421,2924.4,61230.42,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,245,West Brighton,Staten Island,Boro Zone,false,true,-74.10286,40.630049,3122,97850.59,82355.78,14297.81,4504767.0,80,822,3122,4225.93,82355.78,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,246,West Chelsea/Hudson Yards,Manhattan,Yellow Zone,false,true,-74.004016,40.753309,4710,154719.0,120648.06,20832.41,6553810.0,113,1220,4710,6071.19,120648.06,4
2022-08-01,fhvhv,High Volume For Hire Vehicle,247,West Concourse,Bronx,Boro Zone,false,true,-73.92441,40.828987,2270,68488.39,57615.37,10065.9,3094124.0,68,597,2270,2967.24,57615.37,0
2022-08-01,fhvhv,High Volume For Hire Vehicle,248,West Farms/Bronx River,Bronx,Boro Zone,false,true,-73.87229,40.834165,3862,117996.75,99576.16,17278.38,5403989.0,99,984,3862,4896.16,99576.16,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,249,West Village,Manhattan,Yellow Zone,false,true,-74.002875,40.734576,7072,236266.95,184641.46,31914.57,10092772.0,165,1834,7072,9191.36,184641.46,3
2022-08-01,fhvhv,High Volume For Hire Vehicle,250,Westchester Village/Unionport,Bronx,Boro Zone,false,true,-73.848641,40.832101,2634,79447.02,67065.85,11657.96,3618430.0,60,673,2634,3203.34,67065.85,5
2022-08-01,fhvhv,High Volume For Hire Vehicle,251,Westerleigh,Staten Island,Boro Zone,false,true,-74.125348,40.61688,5695,175101.22,147844.92,25683.03,8037473.0,125,1496,5695,7261.49,147844.92,4
2022-08-01,fhvhv,High Volume For Hire Vehicle,252,Whitestone,Queens,Boro Zone,false,true,-73.815657,40.788193,2139,65368.72,55174.2,9627.99,2983161.0,334,555,2139,2639.65,55174.2,0
2022-08-01,fhvhv,High Volume For Hire Vehicle,253,Willets Point,Queens,Boro Zone,false,true,-73.841244,40.760631,3326,99029.25,83411.11,14429.48,4489658.0,517,870,3326,4148.1,83411.11,2
2022-08-01,fhvhv,High Volume For Hire Vehicle,254,Williamsbridge/Olinville,Bronx,Boro Zone,false,true,-73.858949,40.882157,1787,53984.96,45419.74,7934.05,2440687.0,47,458,1787,2290.88,45419.74,0
2022-08-01,fhvhv,High Volume For Hire Vehicle,255,Williamsburg (North Side),Brooklyn,Boro Zone,false,true,-73.957418,40.718804,84604,2579670.16,2175694.89,377458.93,117977190.0,1993,21934,84604,107439.28,2175694.89,54
2022-08-01,fhvhv,High Volume For Hire Vehicle,256,Williamsburg (South Side),Brooklyn,Boro Zone,false,true,-73.959905,40.71088,4407,135226.78,114446.87,19854.86,6228159.0,105,1133,4407,5301.76,114446.87,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,257,Windsor Terrace,Brooklyn,Boro Zone,false,true,-73.977982,40.653612,1921,59428.48,50276.48,8713.25,2745638.0,46,487,1921,2347.18,50276.48,0
2022-08-01,fhvhv,High Volume For Hire Vehicle,258,Woodhaven,Queens,Boro Zone,false,true,-73.855767,40.688721,2853,85793.28,72533.57,12507.31,3932828.0,445,718,2853,3270.5,72533.57,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,259,Woodlawn/Wakefield,Bronx,Boro Zone,false,true,-73.852215,40.897932,7173,217861.45,183783.58,31787.03,9972972.0,176,1862,7173,8992.34,183783.58,6
2022-08-01,fhvhv,High Volume For Hire Vehicle,260,Woodside,Queens,Boro Zone,false,true,-73.906307,40.744234,2201,69232.57,58360.93,10140.55,3196258.0,337,557,2201,2862.61,58360.93,0
2022-08-01,fhvhv,High Volume For Hire Vehicle,261,World Trade Center,Manhattan,Yellow Zone,false,true,-74.013023,40.709139,3836,125658.71,97940.45,16987.5,5297625.0,104,1015,3836,4902.9,97940.45,4
2022-08-01,fhvhv,High Volume For Hire Vehicle,262,Yorkville East,Manhattan,Yellow Zone,false,true,-73.94651,40.775932,2197,72902.7,56946.95,9805.47,3112697.0,57,572,2197,2802.71,56946.95,1
2022-08-01,fhvhv,High Volume For Hire Vehicle,263,Yorkville West,Manhattan,Yellow Zone,false,true,-73.95101,40.778766,6642,219681.83,171697.51,29781.03,9329410.0,154,1732,6642,8369.52,171697.51,5
2022-08-01,fhvhv,High Volume For Hire Vehicle,264,Unknown,Unknown,N/A,false,false,,,24800,785909.61,641571.89,111284.9,34869443.0,867,6386,24800,30949.31,641571.89,24800
2022-08-01,fhvhv,High Volume For Hire Vehicle,265,Outside of NYC,Unknown,N/A,false,false,,,6163,195367.71,159824.14,27671.38,8704890.0,27,1610,6163,7781.31,159824.14,6163
2022-08-01,green,Green Boro Taxi,2,Jamaica Bay,Queens,Boro Zone,false,true,-73.8313,40.616746,3,99.18,89.86,10.22,3865.0,0,1,2,3.82,73.05,0
2022-08-01,green,Green Boro Taxi,3,Allerton/Pelham Gardens,Bronx,Boro Zone,false,true,-73.847422,40.864474,6,208.92,180.94,21.57,7495.0,0,3,3,17.48,98.95,0
2022-08-01,green,Green Boro Taxi,4,Alphabet City,Manhattan,Yellow Zone,false,true,-73.976968,40.723752,3,90.08,65.86,8.76,2245.0,0,3,3,11.22,65.86,0
2022-08-01,green,Green Boro Taxi,5,Arden Heights,Staten Island,Boro Zone,false,true,-74.188485,40.552659,27,583.17,461.4,52.79,16766.0,0,19,20,69.77,333.92,0
2022-08-01,green,Green Boro Taxi,6,Arrochar/Fort Wadsworth,Staten Island,Boro Zone,false,true,-74.07177,40.600324,9,190.29,158.73,17.56,6021.0,0,5,6,17.06,87.8,0
2022-08-01,green,Green Boro Taxi,7,Astoria,Queens,Boro Zone,false,true,-73.919694,40.761493,264,8560.88,7047.95,869.73,275302.0,5,177,187,1011.32,4919.13,0
2022-08-01,green,Green Boro Taxi,8,Astoria Park,Queens,Boro Zone,false,true,-73.923086,40.778559,8,353.16,287.07,39.15,10806.0,0,7,7,48.09,261.36,0
2022-08-01,green,Green Boro Taxi,9,Auburndale,Queens,Boro Zone,false,true,-73.787949,40.751034,14,542.37,468.84,58.54,19020.0,0,10,12,47.53,301.25,0
2022-08-01,green,Green Boro Taxi,10,Baisley Park,Queens,Boro Zone,false,true,-73.790987,40.678953,19,664.93,538.88,64.13,22064.0,0,12,12,86.05,376.7,0
2022-08-01,green,Green Boro Taxi,11,Bath Beach,Brooklyn,Boro Zone,false,true,-74.007488,40.604273,9,225.77,196.26,22.27,7825.0,0,4,4,11.51,65.42,0
2022-08-01,green,Green Boro Taxi,12,Battery Park,Manhattan,Yellow Zone,false,true,-74.015563,40.702946,1,22.38,17.88,2.61,493.0,0,0,1,0.0,17.88,0
2022-08-01,green,Green Boro Taxi,13,Battery Park City,Manhattan,Yellow Zone,false,true,-74.016079,40.712038,2,133.54,117.84,7.26,2127.0,1,0,0,,,0
2022-08-01,green,Green Boro Taxi,14,Bay Ridge,Brooklyn,Boro Zone,false,true,-74.029893,40.624834,6,303.53,243.94,28.59,10790.0,0,5,5,47.09,235.22,0
2022-08-01,green,Green Boro Taxi,15,Bay Terrace/Fort Totten,Queens,Boro Zone,false,true,-73.785973,40.783333,19,695.61,571.92,71.49,22686.0,1,13,13,88.69,365.55,0
2022-08-01,green,Green Boro Taxi,16,Bayside,Queens,Boro Zone,false,true,-73.773421,40.762738,12,359.63,287.12,35.47,10883.0,0,8,8,50.01,214.22,0
2022-08-01,green,Green Boro Taxi,17,Bedford,Brooklyn,Boro Zone,false,true,-73.949905,40.691507,110,3562.47,2874.37,349.0,113388.0,0,80,86,484.6,2213.3,0
2022-08-01,green,Green Boro Taxi,18,Bedford Park,Bronx,Boro Zone,false,true,-73.890184,40.867682,26,613.01,506.85,62.45,18025.0,1,16,17,51.07,251.91,0
2022-08-01,green,Green Boro Taxi,19,Bellerose,Queens,Boro Zone,false,true,-73.726655,40.735487,11,340.22,286.38,32.38,12005.0,0,7,7,36.34,174.98,0
2022-08-01,green,Green Boro Taxi,20,Belmont,Bronx,Boro Zone,false,true,-73.885867,40.857779,13,370.52,307.12,40.28,10899.0,0,8,8,39.4,158.52,0
2022-08-01,green,Green Boro Taxi,21,Bensonhurst East,Brooklyn,Boro Zone,false,true,-73.983538,40.601429,9,227.03,171.12,19.52,6497.0,0,7,7,38.91,151.21,0
2022-08-01,green,Green Boro Taxi,22,Bensonhurst West,Brooklyn,Boro Zone,false,true,-73.995259,40.612218,5,102.08,84.53,11.01,2655.0,0,2,2,6.55,33.65,0
2022-08-01,green,Green Boro Taxi,23,Bloomfield/Emerson Hill,Staten Island,Boro Zone,false,true,-74.170885,40.606448,17,456.57,365.62,45.66,13267.0,0,12,12,59.95,299.2,0
2022-08-01,green,Green Boro Taxi,25,Boerum Hill,Brooklyn,Boro Zone,false,true,-73.986114,40.685634,62,1674.85,1371.04,166.48,51646.0,0,39,41,184.81,894.8,0
2022-08-01,green,Green Boro Taxi,26,Borough Park,Brooklyn,Boro Zone,false,true,-73.988661,40.630949,24,772.36,617.73,76.4,23850.0,0,16,18,108.63,486.2,0
2022-08-01,green,Green Boro Taxi,28,Briarwood/Jamaica Hills,Queens,Boro Zone,false,true,-73.808729,40.711596,21,593.25,491.0,57.44,19455.0,3,13,14,60.75,293.25,0
2022-08-01,green,Green Boro Taxi,29,Brighton Beach,Brooklyn,Boro Zone,false,true,-73.961217,40.580922,10,287.6,228.38,29.83,8058.0,0,7,7,42.22,176.66,0
2022-08-01,green,Green Boro Taxi,32,Bronxdale,Bronx,Boro Zone,false,true,-73.864901,40.864002,7,266.55,206.45,26.01,8097.0,0,7,7,47.1,206.45,0
2022-08-01,green,Green Boro Taxi,33,Brooklyn Heights,Brooklyn,Boro Zone,false,true,-73.99525,40.695798,15,435.61,352.7,42.77,13535.0,0,12,13,55.91,295.96,0
2022-08-01,green,Green Boro Taxi,34,Brooklyn Navy Yard,Brooklyn,Boro Zone,false,true,-73.971189,40.700856,45,1562.74,1270.32,157.21,50149.0,0,30,31,199.92,915.58,0
2022-08-01,green,Green Boro Taxi,35,Brownsville,Brooklyn,Boro Zone,false,true,-73.910258,40.664003,6,229.64,182.92,22.17,7489.0,0,5,5,34.22,159.19,0
2022-08-01,green,Green Boro Taxi,36,Bushwick North,Brooklyn,Boro Zone,false,true,-73.91771,40.700522,15,474.17,417.51,51.74,16407.0,0,9,10,29.66,172.19,0
2022-08-01,green,Green Boro Taxi,37,Bushwick South,Brooklyn,Boro Zone,false,true,-73.922237,40.694994,79,2398.27,2001.16,240.4,79097.0,0,49,54,254.11,1360.95,0
2022-08-01,green,Green Boro Taxi,38,Cambria Heights,Queens,Boro Zone,false,true,-73.735554,40.694341,10,270.43,222.06,28.64,7868.0,1,6,7,27.87,144.33,0
2022-08-01,green,Green Boro Taxi,39,Canarsie,Brooklyn,Boro Zone,false,true,-73.899735,40.638037,24,847.03,700.13,84.28,28555.0,0,18,18,101.4,452.53,0
2022-08-01,green,Green Boro Taxi,40,Carroll Gardens,Brooklyn,Boro Zone,false,true,-73.995956,40.679199,39,1027.26,806.78,94.23,30861.0,1,29,29,137.63,599.61,0
2022-08-01,green,Green Boro Taxi,41,Central Harlem,Manhattan,Yellow Zone,false,true,-73.951292,40.804334,3,92.8,66.13,9.19,2141.0,0,2,2,13.17,50.97,0
2022-08-01,green,Green Boro Taxi,42,Central Harlem North,Manhattan,Yellow Zone,false,true,-73.940772,40.818257,1,20.01,12.32,1.17,446.0,0,1,1,3.69,12.32,0
2022-08-01,green,Green Boro Taxi,44,Charleston/Tottenville,Staten Island,Boro Zone,false,true,-74.233535,40.525491,17,442.21,379.62,46.21,14308.0,0,8,12,31.09,260.71,0
2022-08-01,green,Green Boro Taxi,45,Chinatown,Manhattan,Yellow Zone,false,true,-73.998151,40.712459,1,34.38,26.05,3.34,973.0,0,1,1,4.33,26.05,0
2022-08-01,green,Green Boro Taxi,46,City Island,Bronx,Boro Zone,false,true,-73.781988,40.849086,16,344.22,271.04,30.03,10107.0,0,11,13,42.18,221.91,0
2022-08-01,green,Green Boro Taxi,47,Claremont/Bathgate,Bronx,Boro Zone,false,true,-73.900317,40.842748,36,874.61,720.67,85.6,26833.0,0,20,22,84.44,479.35,0
2022-08-01,green,Green Boro Taxi,48,Clinton East,Manhattan,Yellow Zone,false,true,-73.989845,40.762253,10,323.11,239.87,29.44,9160.0,0,8,8,41.74,211.13,0
2022-08-01,green,Green Boro Taxi,49,Clinton Hill,Brooklyn,Boro Zone,false,true,-73.962363,40.687967,9,229.74,178.7,21.23,6631.0,0,7,7,34.04,144.13,0
2022-08-01,green,Green Boro Taxi,50,Clinton West,Manhattan,Yellow Zone,false,true,-73.995135,40.766238,3,90.57,72.66,8.38,2942.0,0,1,2,4.91,46.91,0
2022-08-01,green,Green Boro Taxi,51,Co-Op City,Bronx,Boro Zone,false,true,-73.828263,40.873972,9,178.71,143.66,18.13,4560.0,0,5,5,17.55,89.79,0
2022-08-01,green,Green Boro Taxi,52,Cobble Hill,Brooklyn,Boro Zone,false,true,-73.996724,40.686651,15,353.33,291.41,38.09,9694.0,0,9,10,33.42,160.51,0
2022-08-01,green,Green Boro Taxi,53,College Point,Queens,Boro Zone,false,true,-73.842813,40.780912,14,582.23,500.45,61.37,20884.0,0,8,9,52.28,263.59,0
2022-08-01,green,Green Boro Taxi,54,Columbia Street,Brooklyn,Boro Zone,false,true,-74.002911,40.687201,11,247.49,201.75,23.84,7310.0,0,6,8,25.24,167.68,0
2022-08-01,green,Green Boro Taxi,55,Coney Island,Brooklyn,Boro Zone,false,true,-73.987944,40.576961,6,210.77,167.0,19.2,7011.0,0,4,4,29.77,109.52,0
2022-08-01,green,Green Boro Taxi,56,Corona,Queens,Boro Zone,false,true,-73.858368,40.74235,5,105.76,89.79,10.3,3323.0,0,2,2,6.97,36.29,0
2022-08-01,green,Green Boro Taxi,57,Corona,Queens,Boro Zone,false,false,,,18,461.72,365.57,43.03,13798.0,0,14,14,63.65,277.81,0
2022-08-01,green,Green Boro Taxi,58,Country Club,Bronx,Boro Zone,false,true,-73.820393,40.841452,2,310.03,262.2,31.65,12465.0,0,2,2,44.83,262.2,0
2022-08-01,green,Green Boro Taxi,60,Crotona Park East,Bronx,Boro Zone,false,true,-73.8859,40.83399,20,573.51,478.36,61.9,17292.0,0,15,17,58.15,419.12,0
2022-08-01,green,Green Boro Taxi,61,Crown Heights North,Brooklyn,Boro Zone,false,true,-73.939287,40.67447,71,2476.11,2010.07,244.94,80552.0,1,46,50,318.17,1589.27,0
2022-08-01,green,Green Boro Taxi,62,Crown Heights South,Brooklyn,Boro Zone,false,true,-73.948788,40.666541,12,382.15,300.03,34.86,12168.0,0,10,10,58.62,265.16,0
2022-08-01,green,Green Boro Taxi,63,Cypress Hills,Brooklyn,Boro Zone,false,true,-73.878173,40.68384,11,300.06,264.5,31.98,10253.0,0,5,7,16.56,155.03,0
2022-08-01,green,Green Boro Taxi,64,Douglaston,Queens,Boro Zone,false,true,-73.739337,40.760615,7,321.53,266.44,33.96,10848.0,0,5,5,42.59,181.69,0
2022-08-01,green,Green Boro Taxi,65,Downtown Brooklyn/MetroTech,Brooklyn,Boro Zone,false,true,-73.986086,40.695337,152,4747.49,3929.69,478.32,154254.0,0,94,99,536.8,2531.04,0
2022-08-01,green,Green Boro Taxi,66,DUMBO/Vinegar Hill,Brooklyn,Boro Zone,false,true,-73.985702,40.702259,16,480.94,378.96,49.66,13471.0,0,12,13,72.98,308.07,0
2022-08-01,green,Green Boro Taxi,67,Dyker Heights,Brooklyn,Boro Zone,false,true,-74.013802,40.619619,8,236.85,185.77,23.43,6839.0,0,6,6,37.58,162.01,0
2022-08-01,green,Green Boro Taxi,68,East Chelsea,Manhattan,Yellow Zone,false,true,-73.999918,40.748427,1,13.19,6.67,0.64,124.0,0,1,1,2.02,6.67,0
2022-08-01,green,Green Boro Taxi,69,East Concourse/Concourse Village,Bronx,Boro Zone,false,true,-73.91503,40.831416,3,47.54,37.16,4.5,1065.0,0,2,2,4.88,21.06,0
2022-08-01,green,Green Boro Taxi,70,East Elmhurst,Queens,Boro Zone,false,true,-73.868395,40.763352,11,325.35,271.15,34.15,10169.0,0,5,7,29.2,177.53,0
2022-08-01,green,Green Boro Taxi,71,East Flatbush/Farragut,Brooklyn,Boro Zone,false,true,-73.937966,40.644288,8,256.54,209.48,26.32,8002.0,0,6,6,34.06,123.21,0
2022-08-01,green,Green Boro Taxi,72,East Flatbush/Remsen Village,Brooklyn,Boro Zone,false,true,-73.922251,40.652364,14,522.16,418.75,50.02,17289.0,0,9,10,75.91,342.35,0
2022-08-01,green,Green Boro Taxi,73,East Flushing,Queens,Boro Zone,false,true,-73.807294,40.754109,24,650.92,543.92,65.61,20770.0,0,12,14,64.5,399.1,0
2022-08-01,green,Green Boro Taxi,74,East Harlem North,Manhattan,Yellow Zone,false,true,-73.937346,40.801169,1,14.36,7.89,0.68,214.0,0,1,1,1.47,7.89,0
2022-08-01,green,Green Boro Taxi,75,East Harlem South,Manhattan,Yellow Zone,false,true,-73.94575,40.790011,3,81.69,57.35,6.0,2345.0,0,2,2,11.34,44.23,0
2022-08-01,green,Green Boro Taxi,76,East New York,Brooklyn,Boro Zone,false,true,-73.87682,40.660934,5,178.59,152.73,19.34,6002.0,0,2,2,16.36,96.67,0
2022-08-01,green,Green Boro Taxi,77,East New York/Pennsylvania Avenue,Brooklyn,Boro Zone,false,true,-73.895364,40.666559,4,114.66,95.71,11.11,3842.0,0,2,2,11.45,40.84,0
2022-08-01,green,Green Boro Taxi,78,East Tremont,Bronx,Boro Zone,false,true,-73.885522,40.84496,12,471.85,381.26,49.77,14660.0,0,10,10,67.09,362.05,0
2022-08-01,green,Green Boro Taxi,79,East Village,Manhattan,Yellow Zone,false,true,-73.985937,40.72762,6,252.8,194.16,24.58,7725.0,0,5,5,32.14,161.2,0
2022-08-01,green,Green Boro Taxi,80,East Williamsburg,Brooklyn,Boro Zone,false,true,-73.936794,40.71537,576,18067.6,14797.04,1807.11,578087.0,1,369,391,2180.61,10110.28,2
2022-08-01,green,Green Boro Taxi,81,Eastchester,Bronx,Boro Zone,false,true,-73.836644,40.880935,34,917.16,744.2,86.1,29224.0,0,24,25,116.96,569.97,0
